Adresse,Link,Type,Pris,Værelser,Boligstørrelse,Grundstørrelse,latitude,longitude
"Hammershøj 38, Øland,  9460 Brovst",https://www.boliga.dk/adresse/hammershoej-38-9460-brovst-249966237,Villa med 6 værelser,-56%  398.000 kr.,6,282 m²,1.756 m²,,
"Ålborgvej 201, Syvsten,  9300 Sæby",https://www.boliga.dk/adresse/aalborgvej-201-9300-saeby-2126662804,Villa med 6 værelser,-15%  848.000 kr.,6,176 m²,1.572 m²,57.310663,10.438455
"Ørslev Stationsvej 108, Ørslev,  4100 Ringsted",https://www.boliga.dk/adresse/oerslev-stationsvej-108-4100-ringsted-423145949,Villa med 10 værelser,2.495.000 kr.,10,319 m²,2.262 m²,55.390411,11.93786
"Bolsvej 7,  5500 Middelfart",https://www.boliga.dk/adresse/bolsvej-7-5500-middelfart-789729525,Villa med 7 værelser,-18%  3.495.000 kr.,7,251 m²,10.510 m²,55.525443,9.827735
"Lyngtoften 1, Brodal,  7860 Spøttrup",https://www.boliga.dk/adresse/lyngtoften-1-7860-spoettrup-1261679804,Villa med 8 værelser,1.350.000 kr.,8,192 m²,3.598 m²,56.600223,8.75902
"Strandgårdsvej 63,  9340 Asaa",https://www.boliga.dk/adresse/strandgaardsvej-63-9340-asaa-1727298399,Helårsgrund,3.750.000 kr.,280.149 m²,Ejerudgift: 1.489 kr. / md.,,57.116529,10.391944
"Bjerning Hovedvej 59, Bjerning,  6100 Haderslev",https://www.boliga.dk/adresse/bjerning-hovedvej-59-6100-haderslev-723064834,Villa med 5 værelser,-16%  1.345.000 kr.,5,162 m²,1.626 m²,55.28837,9.499041
"Herningvej 102A,  7500 Holstebro",https://www.boliga.dk/adresse/herningvej-102a-7500-holstebro-912438125,Villa med 11 værelser,3.400.000 kr.,11,460 m²,1.643 m²,56.329508,8.658391
"Engesvangvej 37, Kragelund,  8600 Silkeborg",https://www.boliga.dk/adresse/engesvangvej-37-8600-silkeborg-512882694,Villa med 4 værelser,1.695.000 kr.,4,77 m²,2.010 m²,56.193921,9.406097
"Gunderstedvej 50,  9240 Nibe",https://www.boliga.dk/adresse/gunderstedvej-50-9240-nibe-142544027,Villa med 15 værelser,-16%  2.595.000 kr.,15,490 m²,15.000 m²,56.907122,9.488354
"Søndergade 34,  6040 Egtved",https://www.boliga.dk/adresse/soendergade-34-6040-egtved-1164186039,Helårsgrund,-40%  295.000 kr.,1.675 m²,Ejerudgift: 804 kr. / md.,,55.6088172,9.314472
"Lindbjergvej 44,  6870 Ølgod",https://www.boliga.dk/adresse/lindbjergvej-44-6870-oelgod-1058343471,Villa med 4 værelser,198.000 kr.,4,140 m²,3.972 m²,55.771979,8.685769
"Rønnevej 29, Vestermarie,  3720 Aakirkeby",https://www.boliga.dk/adresse/roennevej-29-3720-aakirkeby-568851719,Villa med 7 værelser,-7%  1.995.000 kr.,7,314 m²,6.717 m²,,
"Stjernebakken 12, Veddinge Bk,  4540 Fårevejle",https://www.boliga.dk/adresse/stjernebakken-12-4540-faarevejle-2020825280,Villa med 13 værelser,-13%  9.995.000 kr.,13,290 m²,2.785 m²,,
"Oppelstrupvej 90,  9260 Gistrup",https://www.boliga.dk/adresse/oppelstrupvej-90-9260-gistrup-2047701619?e=1855713,Villa med 11 værelser,-10%  1.795.000 kr.,11,339 m²,10.252 m²,56.948645,9.992324
"Jægerskoven 11,  9560 Hadsund",https://www.boliga.dk/adresse/jaegerskoven-11-9560-hadsund-1393678412,Fritidsgrund,-43%  100.000 kr.,1.840 m²,Ejerudgift: 201 kr. / md.,,56.719345,10.3166
"Mosevej 1,  9500 Hobro",https://www.boliga.dk/adresse/mosevej-1-9500-hobro-1154344608,Helårsgrund,275.000 kr.,2.825 m²,Ejerudgift: 221 kr. / md.,,56.718059,9.825318
"Teglgårdsvej 50,  9370 Hals",https://www.boliga.dk/adresse/teglgaardsvej-50-9370-hals-1297356105,Landejendom med 3 værelser,-20%  798.000 kr.,3,113 m²,14.561 m²,57.077266,10.239071
"Holmehavegyden 14,  5690 Tommerup",https://www.boliga.dk/adresse/holmehavegyden-14-5690-tommerup-662837959,Landejendom med 6 værelser,3.650.000 kr.,6,203 m²,50.218 m²,55.31092,10.221593
"Vangvejen 104,  9690 Fjerritslev",https://www.boliga.dk/adresse/vangvejen-104-9690-fjerritslev-944044372,Villa med 7 værelser,-21%  1.895.000 kr.,7,300 m²,7.250 m²,57.036556,9.363641
"Peter Danielsvej 7, Østerby Havn,  9940 Læsø",https://www.boliga.dk/adresse/peter-danielsvej-7-9940-laesoe-558866352,Helårsgrund,-13%  169.000 kr.,1.876 m²,Ejerudgift: 263 kr. / md.,,57.317154,11.124815
"Gunnerupvej 7,  8960 Randers SØ",https://www.boliga.dk/adresse/gunnerupvej-7-8960-randers-soe-131298017,Landejendom med 7 værelser,-13%  6.995.000 kr.,7,267 m²,168.946 m²,56.435161,10.140705
"Rendebakken 7, Gelsted,  4160 Herlufmagle",https://www.boliga.dk/adresse/rendebakken-7-4160-herlufmagle-397356520,Landejendom med 4 værelser,2.500.000 kr.,4,120 m²,78.903 m²,55.288687,11.757819
"Hostrupvej 63,  9500 Hobro",https://www.boliga.dk/adresse/hostrupvej-63-9500-hobro-1293992678,Villa med 6 værelser,-52%  494.000 kr.,6,180 m²,1.719 m²,56.646365,9.793177
"Løgstørvej 50,  9640 Farsø",https://www.boliga.dk/adresse/loegstoervej-50-9640-farsoe-2140452896,Villa med 4 værelser,-27%  795.000 kr.,4,115 m²,17.463 m²,56.795736,9.211809
"Engmarkvej 11, Nørre Nissum,  7620 Lemvig",https://www.boliga.dk/adresse/engmarkvej-11-7620-lemvig-992828005,Villa med 3 værelser,-31%  650.000 kr.,3,151 m²,11.000 m²,,
"Branebjerg 2, Gamby,  5471 Søndersø",https://www.boliga.dk/adresse/branebjerg-2-5471-soendersoe-762646183,Villa med 7 værelser,-11%  795.000 kr.,7,254 m²,3.260 m²,55.475366,10.085674
"Klostergade 63,  7770 Vestervig",https://www.boliga.dk/adresse/klostergade-63-7770-vestervig-631105626,Villa med 5 værelser,-11%  795.000 kr.,5,138 m²,1.530 m²,56.760297,8.3216
"Tranum Engevej 243,  9460 Brovst",https://www.boliga.dk/adresse/tranum-engevej-243-9460-brovst-417429493,Villa med 4 værelser,-7%  1.295.000 kr.,4,159 m²,10.955 m²,57.150814,9.595482
"Katholmvej 6, Hundborg,  7700 Thisted",https://www.boliga.dk/adresse/katholmvej-6-7700-thisted-466781744,Landejendom med 3 værelser,-20%  995.000 kr.,3,166 m²,20.563 m²,56.918552,8.483686
"Udflyttervej 14, Ll Brøndum,  9574 Bælum",https://www.boliga.dk/adresse/udflyttervej-14-9574-baelum-568616325,Villa med 8 værelser,4.995.000 kr.,8,332 m²,9.532 m²,,
"Højbovej 8B,  3730 Nexø",https://www.boliga.dk/adresse/hoejbovej-8b-3730-nexoe-218041563,Helårsgrund,1.600.000 kr.,3.500 m²,Ejerudgift: 887 kr. / md.,,55.070361,15.13522
"Gjelleroddevej 55,  7620 Lemvig",https://www.boliga.dk/adresse/gjelleroddevej-55-7620-lemvig-209734589,Villa med 3 værelser,1.750.000 kr.,3,105 m²,1.600 m²,56.583233,8.280705
"Svinkløvvej 109,  9690 Fjerritslev",https://www.boliga.dk/adresse/svinkloevvej-109-9690-fjerritslev-202827882,Villa med 5 værelser,-2%  875.000 kr.,5,165 m²,2.351 m²,57.098794,9.294433
"Tryggelev 76, Tryggelev,  5932 Humble",https://www.boliga.dk/adresse/tryggelev-76-5932-humble-1837534113,Villa med 3 værelser,795.000 kr.,3,128 m²,1.563 m²,54.796001,10.711877
"Sorøvej 73,  4296 Nyrup",https://www.boliga.dk/adresse/soroevej-73-4296-nyrup-1127873150,Landejendom med 5 værelser,-15%  1.700.000 kr.,5,167 m²,59.579 m²,55.565413,11.641288
"Bygaden 14,  4490 Jerslev Sjælland",https://www.boliga.dk/adresse/bygaden-14-4490-jerslev-sjaelland-1491867351?e=1837508,Villa med 7 værelser,-22%  3.500.000 kr.,7,207 m²,85.000 m²,55.61103,11.241224
"Nøråvej 18, Redsted,  7970 Redsted M",https://www.boliga.dk/adresse/noeraavej-18-7970-redsted-m-1628387534,Villa med 5 værelser,-30%  275.000 kr.,5,118 m²,1.500 m²,56.737614,8.647003
"Nørregade 29, Hou,  9370 Hals",https://www.boliga.dk/adresse/noerregade-29-9370-hals-2142919532,Villa med 6 værelser,-17%  1.245.000 kr.,6,184 m²,1.700 m²,57.060583,10.372624
"Strandvejen 61B, st. Dør/lejl. 107, Fanø Bad,  6720 Fanø",https://www.boliga.dk/adresse/strandvejen-61b-st-107-6720-fanoe-112482418,Fritidshus med 3 værelser,-9%  1.048.000 kr.,3,52 m²,16.076 m²,,
"Hindborgvej 103, Hem,  7800 Skive",https://www.boliga.dk/adresse/hindborgvej-103-7800-skive-1304985390,Villa med 4 værelser,-12%  525.000 kr.,4,177 m²,4.964 m²,56.607305,8.960366
"Gaden 142,  9870 Sindal",https://www.boliga.dk/adresse/gaden-142-9870-sindal-303989889,Villa med 2 værelser,1.245.000 kr.,2,188 m²,1.999 m²,57.494272,10.202098
"Kalundborgvej 88,  4180 Sorø",https://www.boliga.dk/adresse/kalundborgvej-88-4180-soroe-1550627269,Landejendom med 6 værelser,-7%  10.950.000 kr.,6,279 m²,187.991 m²,55.470245,11.548125
"Guldbækvej 111,  9530 Støvring",https://www.boliga.dk/adresse/guldbaekvej-111-9530-stoevring-2064111971,Villa med 6 værelser,-9%  3.195.000 kr.,6,202 m²,3.735 m²,56.932348,9.801837
"Blommestien 85, Sildestrup Strand,  4872 Idestrup",https://www.boliga.dk/adresse/blommestien-85-4872-idestrup-1164210421,Fritidsgrund,-8%  395.000 kr.,1.519 m²,Ejerudgift: 658 kr. / md.,,54.711046,11.971192
"Kirkevej 137,  9870 Sindal",https://www.boliga.dk/adresse/kirkevej-137-9870-sindal-2024174987,Villa med 10 værelser,-9%  995.000 kr.,10,347 m²,3.617 m²,57.472549,10.31427
"Rærupvej 72,  9310 Vodskov",https://www.boliga.dk/adresse/raerupvej-72-9310-vodskov-1640809098,Villa med 8 værelser,-13%  3.495.000 kr.,8,254 m²,5.343 m²,57.091388,10.003278
"Skovhavegård 23,  7140 Stouby",https://www.boliga.dk/adresse/skovhavegaard-23-7140-stouby-718020917?e=1829427,Helårsgrund,570.000 kr.,2.367 m²,Ejerudgift: 384 kr. / md.,,55.700351,9.793347
"Præstbrovej 43, Erslev,  7950 Erslev",https://www.boliga.dk/adresse/praestbrovej-43-7950-erslev-791417530?e=1827780,Villa med 5 værelser,499.000 kr.,5,151 m²,2.938 m²,56.826067,8.770024
"Jenlevej 5, Grinderslev,  7870 Roslev",https://www.boliga.dk/adresse/jenlevej-5-7870-roslev-1110940743,Villa med 5 værelser,-16%  295.000 kr.,5,148 m²,5.140 m²,,
"Stærmosevej 111,  5690 Tommerup",https://www.boliga.dk/adresse/staermosevej-111-5690-tommerup-764228730,Landejendom med 9 værelser,-15%  2.195.000 kr.,9,249 m²,41.605 m²,55.353171,10.244687
"Sletten 90,  8500 Grenaa",https://www.boliga.dk/adresse/sletten-90-8500-grenaa-1311315974,Fritidsgrund,475.000 kr.,2.227 m²,Ejerudgift: 540 kr. / md.,,56.377908,10.89429
"Sletten 84,  8500 Grenaa",https://www.boliga.dk/adresse/sletten-84-8500-grenaa-1960530549,Fritidsgrund,548.000 kr.,1.527 m²,Ejerudgift: 475 kr. / md.,,56.377739,10.89383
"Sletten 86,  8500 Grenaa",https://www.boliga.dk/adresse/sletten-86-8500-grenaa-27010741,Fritidsgrund,598.000 kr.,1.595 m²,Ejerudgift: 479 kr. / md.,,56.377493,10.89381
"Sletten 88,  8500 Grenaa",https://www.boliga.dk/adresse/sletten-88-8500-grenaa-1886831825,Fritidsgrund,598.000 kr.,1.881 m²,Ejerudgift: 516 kr. / md.,,56.377541,10.894289
"Ålsrodevej 8, Ålsø,  8500 Grenaa",https://www.boliga.dk/adresse/aalsrodevej-8-8500-grenaa-1379209936,Villa med 6 værelser,-7%  1.245.000 kr.,6,180 m²,1.581 m²,56.364374,10.847241
"Ringkøbingvej 14, Idom,  7500 Holstebro",https://www.boliga.dk/adresse/ringkoebingvej-14-7500-holstebro-1202921429,Villa med 5 værelser,-22%  525.000 kr.,5,148 m²,1.730 m²,56.333765,8.502379
"Ellestokken 1, Havnbjerg,  6430 Nordborg",https://www.boliga.dk/adresse/ellestokken-1-6430-nordborg-1898765209,Villa med 5 værelser,-3%  770.000 kr.,5,257 m²,1.732 m²,55.039873,9.792046
"Sortevej 25, Gedesby,  4874 Gedser",https://www.boliga.dk/adresse/sortevej-25-4874-gedser-1224360980,Fritidsgrund,425.000 kr.,1.526 m²,Ejerudgift: 434 kr. / md.,,54.605673,11.957598
"Astrup Vig 35, Astrup Vig,  7870 Roslev",https://www.boliga.dk/adresse/astrup-vig-35-7870-roslev-1722173420,Fritidsgrund,175.000 kr.,2.939 m²,Ejerudgift: 386 kr. / md.,,56.656725,9.089322
"Jupitervej 10, Uglev,  7790 Thyholm",https://www.boliga.dk/adresse/jupitervej-10-7790-thyholm-1594742956,Villa med 4 værelser,795.000 kr.,4,140 m²,1.960 m²,56.612592,8.538977
"Solskrænten 12,  7330 Brande",https://www.boliga.dk/adresse/solskraenten-12-7330-brande-1527455723,Helårsgrund,750.000 kr.,2.496 m²,Ejerudgift: 754 kr. / md.,,55.955833,9.108632
"Solskrænten 14,  7330 Brande",https://www.boliga.dk/adresse/solskraenten-14-7330-brande-186362942,Helårsgrund,750.000 kr.,2.315 m²,Ejerudgift: 739 kr. / md.,,55.955619,9.108949
"Solskrænten 25,  7330 Brande",https://www.boliga.dk/adresse/solskraenten-25-7330-brande-1648601883,Helårsgrund,750.000 kr.,1.821 m²,Ejerudgift: 655 kr. / md.,,55.955409,9.109258
"Solskrænten 10,  7330 Brande",https://www.boliga.dk/adresse/solskraenten-10-7330-brande-1736784349,Helårsgrund,750.000 kr.,2.171 m²,Ejerudgift: 727 kr. / md.,,55.956006,9.108264
"Purhøjvej 69, Bjerre,  8783 Hornsyld",https://www.boliga.dk/adresse/purhoejvej-69-8783-hornsyld-81458836,Landejendom med 6 værelser,-44%  5.495.000 kr.,6,250 m²,38.148 m²,,
"Gruelundvej 6, Stoense Udflytter,  5953 Tranekær",https://www.boliga.dk/adresse/gruelundvej-6-5953-tranekaer-2120384472,Fritidshus med 4 værelser,-16%  1.295.000 kr.,4,165 m²,3.667 m²,,
"Energivej 2, Hvorslev,  8860 Ulstrup",https://www.boliga.dk/adresse/energivej-2-8860-ulstrup-617747947,Villa med 6 værelser,2.585.000 kr.,6,269 m²,6.114 m²,56.372329,9.772456
"Buskhedevej 23,  8600 Silkeborg",https://www.boliga.dk/adresse/buskhedevej-23-8600-silkeborg-1903205839,Landejendom med 5 værelser,9.950.000 kr.,5,240 m²,79.108 m²,56.172305,9.433146
"Strandbyvej 8, Strandby,  5683 Haarby",https://www.boliga.dk/adresse/strandbyvej-8-5683-haarby-2133728588,Villa med 5 værelser,-9%  995.000 kr.,5,140 m²,2.480 m²,55.20279,10.100739
"Skonhøjvej 10,  9610 Nørager",https://www.boliga.dk/adresse/skonhoejvej-10-9610-noerager-132501883,Landejendom med 5 værelser,-20%  795.000 kr.,5,158 m²,19.910 m²,56.733824,9.696284
"Bettevej 22,  9881 Bindslev",https://www.boliga.dk/adresse/bettevej-22-9881-bindslev-1139247945,Landejendom med 10 værelser,-19%  995.000 kr.,10,239 m²,19.998 m²,57.580613,10.166982
"Tranum Engevej 188,  9460 Brovst",https://www.boliga.dk/adresse/tranum-engevej-188-9460-brovst-1911420021,Villa med 5 værelser,-4%  1.275.000 kr.,5,214 m²,3.593 m²,57.147279,9.570094
"Kastbjergvej 2,  8500 Grenaa",https://www.boliga.dk/adresse/kastbjergvej-2-8500-grenaa-1507658501,Villa med 3 værelser,-8%  1.645.000 kr.,3,140 m²,15.000 m²,56.446197,10.761556
"Vidkærvej 40,  8660 Skanderborg",https://www.boliga.dk/adresse/vidkaervej-40-8660-skanderborg-1320483595,Villa med 4 værelser,-16%  2.098.000 kr.,4,149 m²,5.236 m²,56.14301,9.856114
"Attrupvej 35, Attrup,  8550 Ryomgård",https://www.boliga.dk/adresse/attrupvej-35-8550-ryomgaard-208006388,Villa med 7 værelser,-25%  1.499.000 kr.,7,183 m²,15.254 m²,56.388012,10.55904
"Tangsøgade 12,  7650 Bøvlingbjerg",https://www.boliga.dk/adresse/tangsoegade-12-7650-boevlingbjerg-793082987,Helårsgrund,-39%  175.000 kr.,2.254 m²,Ejerudgift: 169 kr. / md.,,56.433786,8.207192
"Vardevej 160, + 164,  7100 Vejle",https://www.boliga.dk/adresse/vardevej-160---164-7100-vejle-728329680,Villa med 5 værelser,2.850.000 kr.,5,163 m²,3.502 m²,,
"Strandvejen 52, st.. 14., Fanø Bad,  6720 Fanø",https://www.boliga.dk/adresse/strandvejen-52-st-14-6720-fanoe-1802947929,Fritidshus med 2 værelser,-10%  795.000 kr.,2,68 m²,22.469 m²,,
"Frellesvigvej 6, Frellesvig,  5953 Tranekær",https://www.boliga.dk/adresse/frellesvigvej-6-5953-tranekaer-1161098756,Landejendom med 9 værelser,-5%  5.995.000 kr.,9,286 m²,105.600 m²,54.973563,10.817293
"Hovedgaden 119A, Regstrup,  4420 Regstrup",https://www.boliga.dk/adresse/hovedgaden-119a-4420-regstrup-1261708763,Helårsgrund,595.000 kr.,2.012 m²,Ejerudgift: 363 kr. / md.,,55.679017,11.613583
"Strandvejen 52, 1. 63., Fanø Bad,  6720 Fanø",https://www.boliga.dk/adresse/strandvejen-52-1-63-6720-fanoe-77300387,Fritidshus med 2 værelser,525.000 kr.,2,39 m²,22.469 m²,,
"Møgelholtvej 9,  9560 Hadsund",https://www.boliga.dk/adresse/moegelholtvej-9-9560-hadsund-1659219562,Villa med 6 værelser,-16%  925.000 kr.,6,170 m²,6.760 m²,56.783544,10.219185
"Kronvildtvej 242, Tranum,  9460 Brovst",https://www.boliga.dk/adresse/kronvildtvej-242-9460-brovst-859357993,Fritidshus med 4 værelser,1.250.000 kr.,4,90 m²,1.502 m²,,
"Skolevænget 29,  7430 Ikast",https://www.boliga.dk/adresse/skolevaenget-29-7430-ikast-126609550,Helårsgrund,645.000 kr.,2.242 m²,Ejerudgift: 453 kr. / md.,,56.100897,9.209483
"Rævevej 9, Bunken,  9982 Ålbæk",https://www.boliga.dk/adresse/raevevej-9-9982-aalbaek-1381003469,Villa med 4 værelser,-17%  1.575.000 kr.,4,112 m²,36.896 m²,57.626823,10.429758
"Nordvangsvej 15, Skovsgård,  9460 Brovst",https://www.boliga.dk/adresse/nordvangsvej-15-9460-brovst-270854214,Villa med 11 værelser,-7%  1.395.000 kr.,11,226 m²,2.821 m²,57.089541,9.489315
"Agger Havn Feriecenter 63, Agger,  7770 Vestervig",https://www.boliga.dk/adresse/agger-havn-feriecenter-63-7770-vestervig-658177034,Fritidshus med 4 værelser,795.000 kr.,4,57 m²,24.956 m²,56.778546,8.260121
"Kalbækvej 45, Fjelsø,  9620 Aalestrup",https://www.boliga.dk/adresse/kalbaekvej-45-9620-aalestrup-1118798226,Villa med 5 værelser,-29%  845.000 kr.,5,138 m²,4.892 m²,56.664645,9.454368
"Veggerslev Kærvej 19, Veggerslev Kær,  8500 Grenaa",https://www.boliga.dk/adresse/veggerslev-kaervej-19-8500-grenaa-676308942,Villa med 6 værelser,-20%  860.000 kr.,6,243 m²,9.496 m²,,
"Havet 82B, Bønnerup Strand,  8585 Glesborg",https://www.boliga.dk/adresse/havet-82b-8585-glesborg-1989296925,Villa med 9 værelser,2.795.000 kr.,9,299 m²,1.763 m²,56.530489,10.718943
"Svollingvej 63, Vester Husby,  6990 Ulfborg",https://www.boliga.dk/adresse/svollingvej-63-6990-ulfborg-1531699306?e=1795795,Fritidsgrund,-13%  695.000 kr.,5.001 m²,Ejerudgift: 1.066 kr. / md.,,,
"Landevejen 8,  5882 Vejstrup",https://www.boliga.dk/adresse/landevejen-8-5882-vejstrup-1235629095,Helårsgrund,-20%  395.000 kr.,1.666 m²,Ejerudgift: 701 kr. / md.,,55.102792,10.710327
"Enghavevej 9,  4892 Kettinge",https://www.boliga.dk/adresse/enghavevej-9-4892-kettinge-1807304603,Villa med 4 værelser,-21%  945.000 kr.,4,130 m²,2.176 m²,54.701852,11.771912
"Langøvej 24,  4900 Nakskov",https://www.boliga.dk/adresse/langoevej-24-4900-nakskov-1570585416,Villa med 5 værelser,1.895.000 kr.,5,178 m²,15.123 m²,54.796075,11.101348
"Vrangbækvej 53,  9900 Frederikshavn",https://www.boliga.dk/adresse/vrangbaekvej-53-9900-frederikshavn-2027119718,Landejendom med 8 værelser,-7%  5.198.000 kr.,8,340 m²,97.700 m²,57.403104,10.456472
"Hovedvejen 23, Oddesund,  7790 Thyholm",https://www.boliga.dk/adresse/hovedvejen-23-7790-thyholm-502198069?e=1791752,Helårsgrund,330.000 kr.,2.065 m²,Ejerudgift: 280 kr. / md.,,56.5824,8.540085
"Ladelundvej 68,  6650 Brørup",https://www.boliga.dk/adresse/ladelundvej-68-6650-broerup-971323037,Villa med 4 værelser,995.000 kr.,4,110 m²,1.634 m²,55.481719,9.033677
"Lille Ryvej 57,  3300 Frederiksværk",https://www.boliga.dk/adresse/lille-ryvej-57-3300-frederiksvaerk-101777055,Fritidsgrund,-30%  1.395.000 kr.,2.537 m²,Ejerudgift: 928 kr. / md.,,56.012066,12.070565
"Bønnerupvej 70D,  8585 Glesborg",https://www.boliga.dk/adresse/boennerupvej-70d-8585-glesborg-515701357,Helårsgrund,-25%  598.000 kr.,5.569 m²,Ejerudgift: 704 kr. / md.,,56.517347,10.725431
"Bredgade 215,  7760 Hurup Thy",https://www.boliga.dk/adresse/bredgade-215-7760-hurup-thy-2093068946,Villa med 2 værelser,-9%  995.000 kr.,2,116 m²,1.685 m²,56.751003,8.408511
"Granvej 8, Humlum,  7600 Struer",https://www.boliga.dk/adresse/granvej-8-7600-struer-136443723?e=1787820,Villa med 7 værelser,-6%  2.995.000 kr.,7,240 m²,2.688 m²,56.544757,8.53751
"Bjergevej 38A, - del 1 af,  7280 Sønder Felding",https://www.boliga.dk/adresse/bjergevej-38a-7280-soender-felding-699671376,Landejendom med 8 værelser,-40%  750.000 kr.,8,222 m²,17.000 m²,,
"Munklindevej 52A,  7441 Bording",https://www.boliga.dk/adresse/munklindevej-52a-7441-bording-1356891837,Helårsgrund,495.000 kr.,6.381 m²,Ejerudgift: 892 kr. / md.,,56.226094,9.185135
"Tygstrupvej 31,  7760 Hurup Thy",https://www.boliga.dk/adresse/tygstrupvej-31-7760-hurup-thy-1569233559,Villa med 5 værelser,-18%  675.000 kr.,5,187 m²,4.573 m²,56.78025,8.359518
"Gedhusvej 25,  7451 Sunds",https://www.boliga.dk/adresse/gedhusvej-25-7451-sunds-1620565485,Villa med 4 værelser,-27%  795.000 kr.,4,111 m²,9.383 m²,56.261457,9.069461
"Morsøvej 2A,  7742 Vesløs",https://www.boliga.dk/adresse/morsoevej-2a-7742-vesloes-764500544,Fritidshus med 4 værelser,1.295.000 kr.,4,127 m²,2.936 m²,57.009475,8.957203
"Sletten 82,  8500 Grenaa",https://www.boliga.dk/adresse/sletten-82-8500-grenaa-2047176816,Fritidsgrund,475.000 kr.,1.929 m²,Ejerudgift: 499 kr. / md.,,56.37805,10.893762
"Skoven 71A,  8585 Glesborg",https://www.boliga.dk/adresse/skoven-71a-8585-glesborg-1323485656,Fritidsgrund,525.000 kr.,2.100 m²,Ejerudgift: 222 kr. / md.,,,
"Rødhusvej 129,  9490 Pandrup",https://www.boliga.dk/adresse/roedhusvej-129-9490-pandrup-863283919,Villa med 3 værelser,1.295.000 kr.,3,80 m²,4.790 m²,57.186952,9.652382
"Krummerupvej 34,  4250 Fuglebjerg",https://www.boliga.dk/adresse/krummerupvej-34-4250-fuglebjerg-930963705,Helårsgrund,-8%  598.000 kr.,5.000 m²,Ejerudgift: 915 kr. / md.,,55.300052,11.514536
"Ranumvej 15,  9670 Løgstør",https://www.boliga.dk/adresse/ranumvej-15-9670-loegstoer-349088778,Helårsgrund,275.000 kr.,3.465 m²,Ejerudgift: 5 kr. / md.,,56.903696,9.282178
