Adresse,City,Link,Type,Størrelse,Pris,Pris_m2,latitude,longitude,kommune
Jernbanegade 18,6700 Esbjerg,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/andre-typer/c53da8b1-5b7e-40ec-9501-0cdee17490b3,"Andre typer, salg",744 m²,6.498.000 kr.,8.733 kr./m²,55.397106,10.385074,Odense Kommune
Thurøvej 2,9500 Hobro,https://www.ejendomstorvet.dk/koeb/nordjylland/mariagerfjord/lager-produktion/02884fcf-1912-443f-a06b-0c05d4c91825,"Lager & produktion, salg",2.037 m²,7.500.000 kr.,3.681 kr./m²,55.683439,12.524456,Frederiksberg Kommune
Kærgade 153,8940 Randers SV,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/andre-typer/01958945-3d89-410c-99a6-7129882cb424,"Andre typer, salg",293 m²,3.850.000 kr.,13.139 kr./m²,56.444514,10.012249,Randers Kommune
Krondalvej 12,2610 Rødovre,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/roedovre/lager-produktion/dc5f5992-002e-4ea4-be12-5ef9bbc685e7,"Lager & produktion, salg",1.607 m²,19.000.000 kr.,11.823 kr./m²,55.700009,12.435996,Rødovre Kommune
Tømmergangen 3,6760 Ribe,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/detailhandel-butik/76728c6b-83fc-4c3a-9f42-23415e362d4a,"Detailhandel & butik, salg",421 m²,3.000.000 kr.,7.125 kr./m²,55.330604,8.768266,Esbjerg Kommune
Hestehaven 32,5260 Odense S,https://www.ejendomstorvet.dk/koeb/fyn/odense/grunde/2f1045b9-5501-40e6-9a77-467ce7254ca1,"Grunde, salg",11.088 m²,9.500.000 kr.,0 kr./m²,55.35743,10.411878,Odense Kommune
Mørupvej 12,7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/lager-produktion/6f1999c6-2052-476c-a621-884b1ba25534,"Lager & produktion, salg",24.458 m²,49.900.000 kr.,2.040 kr./m²,56.127266,8.941761,Herning Kommune
"Torvet 6, kld.",3400 Hillerød,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hilleroed/detailhandel-butik/ef6b6f7d-fd7d-499d-9a27-e9f496f4348d,"Detailhandel & butik, salg",91 m²,2.295.000 kr.,25.219 kr./m²,,,
Bundgarnet 18,4780 Stege,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/hotel-restaurant/c024b4d8-7bcc-43e5-bb21-4f8e4271ec8e,"Hotel & restaurant, salg",508 m²,5.850.000 kr.,11.515 kr./m²,54.969253,12.386585,Vordingborg Kommune
Højvangsvej 27,4340 Tølløse,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/lager-produktion/5a8c01ce-f334-4178-a398-4a8e379ab808,"Lager & produktion, salg",1.153 m²,2.995.000 kr.,2.597 kr./m²,56.129675,10.119789,Aarhus Kommune
Hedevænget 1 + 18,8882 Fårvang,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/grunde/8f663e0a-faa2-4e3f-9ae2-1d8e1091e131,"Grunde, salg",13.974 m²,1.800.000 kr.,0 kr./m²,55.7584963,12.492512,Gladsaxe Kommune
Vestergade 17,6270 Tønder,https://www.ejendomstorvet.dk/koeb/sydjylland/toender/hotel-restaurant/3b3b98ac-dbd8-457f-8199-b92cb893e8fe,"Hotel & restaurant, salg",181 m²,1.995.000 kr.,11.022 kr./m²,55.67754,12.570094,Københavns Kommune
Sct. Laurentii Vej 54,9990 Skagen,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/hotel-restaurant/6f3b57a8-053c-4241-a4dc-89e3bcecedea,"Hotel & restaurant, salg",1.050 m²,11.795.000 kr.,11.233 kr./m²,57.722215,10.586947,Frederikshavn Kommune
Egebjerg Hovedgade 25,4500 Nykøbing Sj,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/andre-typer/03c43b3b-a449-4243-84c6-4de70019d0b7,"Andre typer, salg",2.505 m²,7.995.000 kr.,3.191 kr./m²,55.841451,11.681262,Odsherred Kommune
Sjørslevvej 33,8620 Kjellerup,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/lager-produktion/af027a81-129e-4981-9e45-e0d48cfd18a2,"Lager & produktion, salg",1.254 m²,1.695.000 kr.,1.351 kr./m²,56.326815,9.444821,Silkeborg Kommune
Sjørslevvej 33,8620 Kjellerup,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/andre-typer/ab5b3cdd-4bf3-46d4-8d5d-514aff331229,"Andre typer, salg",1.254 m²,1.695.000 kr.,1.351 kr./m²,56.326815,9.444821,Silkeborg Kommune
Algade 99,4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/detailhandel-butik/b9658c1f-5588-4471-bdb9-e08f7af2ba57,"Detailhandel & butik, salg",600 m²,8.300.000 kr.,13.833 kr./m²,55.240412,10.47861,Faaborg-Midtfyn Kommune
Torvet 7,6280 Højer,https://www.ejendomstorvet.dk/koeb/sydjylland/toender/hotel-restaurant/6b036c43-0aac-4ebe-b66c-5827a89c9e03,"Hotel & restaurant, salg",712 m²,4.995.000 kr.,7.015 kr./m²,56.137163,8.975003,Herning Kommune
Ladegårdsvej 4,7100 Vejle,https://www.ejendomstorvet.dk/koeb/sydjylland/vejle/lager-produktion/18caa9bf-f998-4b3b-99e0-ebe1abad1e21,"Lager & produktion, salg",766 m²,3.550.000 kr.,4.634 kr./m²,55.627003,12.597737,Tårnby Kommune
Industrivej 17,4230 Skælskør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/lager-produktion/4a0e56ef-9788-49b1-a944-aadef9391c8d,"Lager & produktion, salg",663 m²,3.950.000 kr.,5.957 kr./m²,56.109333,10.134015,Aarhus Kommune
Assensvej 33,5620 Glamsbjerg,https://www.ejendomstorvet.dk/koeb/fyn/assens/grunde/06724288-6cae-49fe-941d-a2c430ee091c,"Grunde, salg",33.628 m²,7.500.000 kr.,34.246 kr./m²,55.496593,9.747898,Middelfart Kommune
Kalundborgvej 18,4281 Gørlev,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/lager-produktion/a44fa3f7-2b6b-470e-a2d7-2922a8d82be0,"Lager & produktion, salg",3.183 m²,6.750.000 kr.,2.120 kr./m²,56.139821,8.993972,Herning Kommune
Vestergade 70,5700 Svendborg,https://www.ejendomstorvet.dk/koeb/fyn/svendborg/andre-typer/e3175359-7412-432e-80a5-e4f34a73ed34,"Andre typer, salg",260 m²,1.600.000 kr.,6.153 kr./m²,55.3945,10.383216,Odense Kommune
Beringvej 17,8361 Hasselager,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/e898ad97-b2df-4a84-98d7-0826caf1692f,"Lager & produktion, salg",1.469 m²,14.250.000 kr.,9.700 kr./m²,56.098464,10.069988,Aarhus Kommune
Håndværkervej 25,9700 Brønderslev,https://www.ejendomstorvet.dk/koeb/nordjylland/broenderslev/lager-produktion/3ed74be4-c033-4548-ac52-e0b73c8db32e,"Lager & produktion, salg",553 m²,4.950.000 kr.,8.951 kr./m²,57.032849,9.926869,Aalborg Kommune
Amaliegade 28,1256 København K,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/4cb681d1-00a9-41f1-a001-025e8fcc3a23,"Detailhandel & butik, salg",261 m²,3.150.000 kr.,12.068 kr./m²,55.685267,12.594507,Københavns Kommune
Bilbyen 8,4300 Holbæk,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/grunde/d1042824-f026-474b-b1e5-9b26965c8fa6,"Grunde, salg",6.000 m²,3.600.000 kr.,0 kr./m²,55.706557,11.672306,Holbæk Kommune
Sejrsvej 80,6300 Gråsten,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/grunde/d4e4fdce-013b-4d2e-91b0-dd5fd50d0be6,"Grunde, salg",31.721 m²,2.500.000 kr.,0 kr./m²,54.894399,9.552996,Sønderborg Kommune
Pytgade 13A,6400 Sønderborg,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/grunde/b1e57661-b8df-4b8e-a9a3-a5e4d07d48c4,"Grunde, salg",5.374 m²,2.100.000 kr.,0 kr./m²,54.923705,9.856212,Sønderborg Kommune
Hjørring Landevej 12,9400 Nørresundby,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/grunde/764f7068-f4cb-41cb-81db-ba318a3beb35,"Grunde, salg",10.000 m²,5.250.000 kr.,0 kr./m²,57.092366,9.974273,Aalborg Kommune
Industrivej 32,8800 Viborg,https://www.ejendomstorvet.dk/koeb/vestjylland/viborg/grunde/0995b60f-6999-43f0-a457-9ff9cb547098,"Grunde, salg",25.373 m²,8.500.000 kr.,0 kr./m²,56.472466,9.413512,Viborg Kommune
Nørregade 7,4100 Ringsted,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/ringsted/detailhandel-butik/e054ede7-9418-4e3a-9df0-0d9e7ae5fc8d,"Detailhandel & butik, salg",585 m²,5.195.000 kr.,8.880 kr./m²,55.678878,12.571926,Københavns Kommune
"Vestre Stationsvej 43-45, 6621 Gesten",6621 Gesten,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/lager-produktion/e32dea00-456b-40a9-84b9-814dc16985ed,"Lager & produktion, salg",4.865 m²,6.895.000 kr.,1.417 kr./m²,55.5257731,9.19994,Vejen Kommune
Kristrupvej 56,8960 Randers SØ,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/andre-typer/a93da152-cee7-4521-bc21-841a5de5d0b3,"Andre typer, salg",255 m²,2.000.000 kr.,7.843 kr./m²,56.447993,10.054181,Randers Kommune
Struervej 61,7500 Holstebro,https://www.ejendomstorvet.dk/koeb/vestjylland/holstebro/andre-typer/0b906479-9d35-48de-842c-dc5368566198,"Andre typer, salg",166 m²,1.495.000 kr.,9.006 kr./m²,56.367419,8.617543,Holstebro Kommune
Hegedalsvej 82,9500 Hobro,https://www.ejendomstorvet.dk/koeb/nordjylland/mariagerfjord/lager-produktion/230e6985-921c-4ac6-8fe2-713ff0ccd224,"Lager & produktion, salg",5.273 m²,5.495.000 kr.,1.042 kr./m²,56.648936,9.802916,Mariagerfjord Kommune
"Kaserneboulevarden 3, kld.",8000 Aarhus C,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/detailhandel-butik/313422b0-2464-4f88-9b85-d45a24cdd827,"Detailhandel & butik, salg",61 m²,695.000 kr.,11.393 kr./m²,,,
Nordmarksvej 1,9940 Læsø,https://www.ejendomstorvet.dk/koeb/nordjylland/laesoe/andre-typer/dba7099e-5bda-4581-b51c-ca737ed2778a,"Andre typer, salg",755 m²,4.500.000 kr.,5.960 kr./m²,57.043329,9.955881,Aalborg Kommune
Vindeballevej 1,5970 Ærøskøbing,https://www.ejendomstorvet.dk/koeb/fyn/aeroe/hotel-restaurant/ea915ce8-b4fb-4073-a6b5-8808d23123a2,"Hotel & restaurant, salg",749 m²,1.495.000 kr.,1.995 kr./m²,54.873058,10.356494,Ærø Kommune
Liselejevej 64A,3360 Liseleje,https://www.ejendomstorvet.dk/koeb/nordsjaelland/halsnaes/andre-typer/e75e95cb-084f-4ee5-8905-bff55aad04f1,"Andre typer, salg",527 m²,11.500.000 kr.,21.821 kr./m²,56.012726,11.96408,Halsnæs Kommune
Gl. Århusvej 323,8800 Viborg,https://www.ejendomstorvet.dk/koeb/vestjylland/viborg/hotel-restaurant/cda08321-0668-4960-841a-f654a3d661f8,"Hotel & restaurant, salg",854 m²,2.875.000 kr.,3.366 kr./m²,56.40261,9.433371,Viborg Kommune
Adelgade 48,4880 Nysted,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/andre-typer/8e81f80c-39a7-42e2-9a7f-157815f74065,"Andre typer, salg",285 m²,1.395.000 kr.,4.894 kr./m²,55.685259,12.585,Københavns Kommune
Marinebuen 6,4700 Næstved,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/naestved/lager-produktion/1dc9d87c-88d1-49b2-86d5-2f4d89f9d067,"Lager & produktion, salg",2.025 m²,8.900.000 kr.,4.395 kr./m²,55.252532,11.797146,Næstved Kommune
Nørrevang 5,5792 Årslev,https://www.ejendomstorvet.dk/koeb/fyn/faaborg-midtfyn/grunde/94ba8b86-6348-4455-9204-3648de19fcf8,"Grunde, salg",3.308 m²,500.000 kr.,0 kr./m²,55.308266,10.400765,Faaborg-Midtfyn Kommune
Niverød Erhvervspark 14,2990 Nivå,https://www.ejendomstorvet.dk/koeb/nordsjaelland/fredensborg/grunde/d1503c8f-8ee5-4116-86f6-18e9bbaca4f1,"Grunde, salg",5.000 m²,8.300.000 kr.,0 kr./m²,55.937809,12.4845,Fredensborg Kommune
Norgesvej 35,6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/hotel-restaurant/8a73214f-138c-41bc-baa4-c278bbe1a3ec,"Hotel & restaurant, salg",32 m²,345.000 kr.,10.781 kr./m²,56.454331,9.389392,Viborg Kommune
Sct. Laurentii Vej 67,9990 Skagen,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/detailhandel-butik/4cab9e9d-0636-45a4-b5b6-d6a90b551040,"Detailhandel & butik, salg",185 m²,4.650.000 kr.,25.135 kr./m²,57.721542,10.586909,Frederikshavn Kommune
Rosendalsgade 8,2100 København Ø,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/5d111a2e-b380-4f1e-ab03-4e2e46de9770,"Detailhandel & butik, salg",56 m²,1.275.000 kr.,22.767 kr./m²,55.697802,12.58087,Københavns Kommune
Dalvang 5,4200 Slagelse,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/andre-typer/459bdc40-f6f4-4d36-a06f-5cae6761a0a8,"Andre typer, salg",515 m²,19.950.000 kr.,38.737 kr./m²,55.422345,11.386162,Slagelse Kommune
Tolstrup Byvej 12,9600 Aars,https://www.ejendomstorvet.dk/koeb/nordjylland/vesthimmerlands/lager-produktion/4ed35abb-3c70-4ca1-9321-875344253d0b,"Lager & produktion, salg",766 m²,2.250.000 kr.,2.937 kr./m²,56.815232,9.503401,Vesthimmerlands Kommune
Nyvej 18,3360 Liseleje,https://www.ejendomstorvet.dk/koeb/nordsjaelland/halsnaes/hotel-restaurant/8a2c289a-8d38-45c5-bb56-4f79574ec563,"Hotel & restaurant, salg",240 m²,2.100.000 kr.,8.750 kr./m²,55.676159,12.540081,Frederiksberg Kommune
Guldborgvej 215,4862 Guldborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/andre-typer/a34c6626-f6e6-4da5-9623-c482f63b42da,"Andre typer, salg",434 m²,2.995.000 kr.,6.900 kr./m²,54.870515,11.743201,Guldborgsund Kommune
"Emilievej 13,",9900 Frederikshavn,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/andre-typer/0da68393-7ad6-4e89-8daa-3ac1042dcfb6,"Andre typer, salg",519 m²,2.045.000 kr.,3.940 kr./m²,55.75786,12.564176,Gentofte Kommune
Jernbanegade 3,6740 Bramming,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/hotel-restaurant/3c99989e-bb70-47f2-b443-26e745655656,"Hotel & restaurant, salg",855 m²,4.895.000 kr.,5.725 kr./m²,55.676067,12.566339,Københavns Kommune
Elmebjergvej 39,4180 Sorø,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/soroe/grunde/4caa7a4b-d78a-4c9b-b3a7-c9b8f93e93b7,"Grunde, salg",39.684 m²,9.950.000 kr.,42.161 kr./m²,55.470498,11.565251,Sorø Kommune
Køgevej 155,4000 Roskilde,https://www.ejendomstorvet.dk/koeb/oestsjaelland/roskilde/lager-produktion/abf486a9-ccce-4b30-9152-1141f65dc70c,"Lager & produktion, salg",6.973 m²,7.000.000 kr.,1.003 kr./m²,55.597587,12.102084,Roskilde Kommune
Dragsmøllevej 7,4534 Hørve,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/lager-produktion/20cc2a4c-b3f4-4922-9a7b-7cdc7a1caa01,"Lager & produktion, salg",2.000 m²,2.680.000 kr.,1.340 kr./m²,55.757251,11.450566,Odsherred Kommune
"Frederiksgade 2, st.",8000 Aarhus C,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/detailhandel-butik/1fb14ea3-2b9f-438b-aa2d-d86a9ae07aae,"Detailhandel & butik, salg",175 m²,3.298.000 kr.,18.845 kr./m²,,,
Jørgen Jensens Vej 8A,4700 Næstved,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/naestved/andre-typer/46e4113b-7ca2-402d-a046-7e7e1ae16e43,"Andre typer, salg",1.338 m²,4.495.000 kr.,3.359 kr./m²,55.236717,11.763819,Næstved Kommune
Cikorievej 24,5220 Odense SØ,https://www.ejendomstorvet.dk/koeb/fyn/odense/lager-produktion/7de8ca4f-eac9-42ea-be78-1e7ba83abc25,"Lager & produktion, salg",1.274 m²,6.400.000 kr.,5.023 kr./m²,55.393496,10.440747,Odense Kommune
Grundtvigs Alle 163,6400 Sønderborg,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/lager-produktion/4777dbd7-45dd-4292-9972-29af2b002d78,"Lager & produktion, salg",2.231 m²,9.500.000 kr.,4.258 kr./m²,54.917605,9.810124,Sønderborg Kommune
Bjergvej 6,4672 Klippinge,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/stevns/lager-produktion/c36da8c3-2d7a-4b5f-8f72-b733604fbc1b,"Lager & produktion, salg",507 m²,2.500.000 kr.,4.930 kr./m²,54.919193,11.812328,Guldborgsund Kommune
"Kongensgade 87, st",6700 Esbjerg,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/detailhandel-butik/e9c51f13-0db8-4b9f-a748-7a00e1efa186,"Detailhandel & butik, salg",221 m²,898.000 kr.,4.063 kr./m²,55.686261,12.589195,Københavns Kommune
Østergade 3 ST,8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/hotel-restaurant/bb6c83ef-e807-4e4c-9a32-4033515e6cc4,"Hotel & restaurant, salg",142 m²,950.000 kr.,6.690 kr./m²,55.309252,12.389645,Stevns Kommune
Danasvej 14,4200 Slagelse,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/grunde/6c6b719c-0042-4438-89df-8b376bf29cc8,"Grunde, salg",18.976 m²,41.250.000 kr.,0 kr./m²,55.713623,9.512026,Vejle Kommune
Christian 10 Gade 1,6000 Kolding,https://www.ejendomstorvet.dk/koeb/sydjylland/kolding/andre-typer/354d2fe9-1bde-42d2-badb-7070838c8de2,"Andre typer, salg",192 m²,2.200.000 kr.,11.458 kr./m²,55.484399,9.475843,Kolding Kommune
Enggårdvej 9,7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/andre-typer/e736a5a7-e2ef-4272-815d-5ba3fdff0088,"Andre typer, salg",1.058 m²,3.950.000 kr.,3.733 kr./m²,56.13307,8.909407,Herning Kommune
Storetoft 7C,6720 Fanø,https://www.ejendomstorvet.dk/koeb/sydjylland/fanoe/grunde/265a8378-b7c2-4895-a672-9c51640f8378,"Grunde, salg",14.088 m²,6.000.000 kr.,0 kr./m²,55.436042,8.392184,Fanø Kommune
Hedetoften 10A,6740 Bramming,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/grunde/6054d378-593a-4b81-bc72-79a9e073056a,"Grunde, salg",4.175 m²,2.750.000 kr.,0 kr./m²,55.462836,8.711445,Esbjerg Kommune
Hedetoften 17,6740 Bramming,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/grunde/d0a14745-0102-4bc0-8b6b-d06f248cdab7,"Grunde, salg",845 m²,850.000 kr.,0 kr./m²,55.6538,12.194872,Høje-Taastrup Kommune
Nørregade 108,5592 Ejby,https://www.ejendomstorvet.dk/koeb/fyn/middelfart/andre-typer/488e3202-10d3-47f7-8532-6fa1580d23a4,"Andre typer, salg",750 m²,2.800.000 kr.,3.733 kr./m²,55.470224,8.443251,Esbjerg Kommune
Vestre Havnepromenade 2,9000 Aalborg,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/hotel-restaurant/11ff4324-2973-4ed1-ad34-4caa83825bd3,"Hotel & restaurant, salg",385 m²,12.000.000 kr.,31.168 kr./m²,57.053296,9.917214,Aalborg Kommune
Bøgekildevej 11,8361 Hasselager,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/andre-typer/c0ef7a8c-a343-4202-9f67-d0aaa464efc2,"Andre typer, salg",487 m²,3.950.000 kr.,8.110 kr./m²,56.10339,10.091457,Aarhus Kommune
Klinkbjerg 20,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/andre-typer/e8c7e916-9bb7-4794-b58e-6fa1d9c33d15,"Andre typer, salg",1.131 m²,3.950.000 kr.,3.492 kr./m²,55.047397,9.415897,Aabenraa Kommune
"Vesterbrogade 21, st",7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/andre-typer/79190e8c-3027-49c4-9e7f-65439ce86075,"Andre typer, salg",323 m²,1.495.000 kr.,4.628 kr./m²,,,
Læssevej 2,6780 Skærbæk,https://www.ejendomstorvet.dk/koeb/sydjylland/toender/lager-produktion/66911966-8a2e-467a-89a4-a62e8c035eed,"Lager & produktion, salg",315 m²,1.000.000 kr.,3.174 kr./m²,55.160113,8.770284,Tønder Kommune
Havnbjerg Center 17,6430 Nordborg,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/detailhandel-butik/40a2a1f1-b604-4dfe-a81a-2684674941c0,"Detailhandel & butik, salg",794 m²,2.900.000 kr.,3.652 kr./m²,55.040341,9.792274,Sønderborg Kommune
Højmarksvej 5,8723 Løsning,https://www.ejendomstorvet.dk/koeb/oestjylland/hedensted/andre-typer/d124909e-3ab4-4049-b8d8-6c6df6db780c,"Andre typer, salg",793 m²,3.398.000 kr.,4.284 kr./m²,55.726052,12.510323,Gladsaxe Kommune
Over Jerstalvej 17,6500 Vojens,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/lager-produktion/92faf1e6-19dc-4543-b24e-f41eb94a64be,"Lager & produktion, salg",1.554 m²,2.500.000 kr.,1.608 kr./m²,55.242686,9.29461,Haderslev Kommune
Skolegade 6,6280 Højer,https://www.ejendomstorvet.dk/koeb/sydjylland/toender/andre-typer/dc387ef9-a6a2-43a4-869b-4865572228a2,"Andre typer, salg",420 m²,998.000 kr.,2.376 kr./m²,55.596893,12.634644,Dragør Kommune
Skolevej 8,5874 Hesselager,https://www.ejendomstorvet.dk/koeb/fyn/svendborg/andre-typer/287b10cb-e932-4393-ae67-40310c267fe7,"Andre typer, salg",860 m²,2.495.000 kr.,2.901 kr./m²,55.745212,12.545465,Gentofte Kommune
Storegade 17A,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/detailhandel-butik/22cfe8fb-050e-44d2-b62d-68f679e71a8a,"Detailhandel & butik, salg",567 m²,2.950.000 kr.,5.202 kr./m²,55.619743,8.482971,Varde Kommune
Vesterbrogade 131,1620 København V,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/594d1c5e-7ab4-4376-aa6c-3ff3b3c20204,"Detailhandel & butik, salg",359 m²,3.375.000 kr.,9.401 kr./m²,55.670282,12.540966,Københavns Kommune
Blåvandvej 2,6857 Blåvand,https://www.ejendomstorvet.dk/koeb/sydjylland/varde/grunde/0de072f6-1901-4d48-87d0-7ee5232ec8cb,"Grunde, salg",1.129 m²,3.995.000 kr.,0 kr./m²,55.554665,8.128606,Varde Kommune
Grønlandsvej 1,5700 Svendborg,https://www.ejendomstorvet.dk/koeb/fyn/svendborg/lager-produktion/d44b708a-2ec4-49f1-a1fa-8d8bd79fa78b,"Lager & produktion, salg",1.030 m²,4.950.000 kr.,4.805 kr./m²,55.799039,12.515047,Lyngby-Taarbæk Kommune
Ryttermarken 17A,5700 Svendborg,https://www.ejendomstorvet.dk/koeb/fyn/svendborg/lager-produktion/bd05cc99-81e2-4ee8-afc3-f91b8f3f3848,"Lager & produktion, salg",4.264 m²,14.500.000 kr.,3.400 kr./m²,55.066434,10.572402,Svendborg Kommune
"Søndergårdsvænget 5,",5450 Otterup,https://www.ejendomstorvet.dk/koeb/fyn/nordfyns/lager-produktion/1c59b865-460a-43cb-90bc-e447829d34de,"Lager & produktion, salg",666 m²,2.850.000 kr.,4.279 kr./m²,55.508485,10.406069,Nordfyns Kommune
Finderupsvej 27,6900 Skjern,https://www.ejendomstorvet.dk/koeb/vestjylland/ringkoebing-skjern/hotel-restaurant/a801016c-fa62-47c0-87f8-1d64e2070254,"Hotel & restaurant, salg",1.186 m²,4.000.000 kr.,3.372 kr./m²,55.946263,8.495837,Ringkøbing-Skjern Kommune
"Strandvejen 6,",6000 Kolding,https://www.ejendomstorvet.dk/koeb/sydjylland/kolding/andre-typer/0b0236b5-9a71-4a86-a17e-ebdcab423126,"Andre typer, salg",348 m²,6.500.000 kr.,18.678 kr./m²,55.716382,12.577697,Københavns Kommune
Knullen 6  5260,5260 Odense S,https://www.ejendomstorvet.dk/koeb/fyn/odense/lager-produktion/13bdf5f4-36a2-42c3-9dbb-20d0b0faaac7,"Lager & produktion, salg",1.067 m²,6.800.000 kr.,6.373 kr./m²,55.340658,10.440408,Odense Kommune
Odinsgade 4,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/detailhandel-butik/fef8cb03-be32-43d3-9c7a-9e973a189a01,"Detailhandel & butik, salg",269 m²,1.850.000 kr.,6.877 kr./m²,55.696996,12.550969,Københavns Kommune
Nørre Alle 9,8362 Hørning,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/detailhandel-butik/0a1e3438-b4b7-4125-a7d7-88cb36f2b7d5,"Detailhandel & butik, salg",344 m²,1.995.000 kr.,5.799 kr./m²,56.139268,8.975296,Herning Kommune
