Adresse,Link,Type,Pris,Værelser,Boligstørrelse,Grundstørrelse,latitude,longitude,kommune
"Kong Valdemars Vej 46, Søllerød,  2840 Holte",https://www.boliga.dk/adresse/kong-valdemars-vej-46-2840-holte-1170339430,Villa med 6 værelser,-5%  13.250.000 kr.,6,211 m²,1.530 m²,55.816778,12.515571,Rudersdal Kommune
"Hesselagervej 52,  5884 Gudme",https://www.boliga.dk/adresse/hesselagervej-52-5884-gudme-1828795601,Helårsgrund,1.595.000 kr.,66.195 m²,Ejerudgift: 961 kr. / md.,,55.161326,10.723323,Svendborg Kommune
"Stokbjergvej 1,  8920 Randers NV",https://www.boliga.dk/adresse/stokbjergvej-1-8920-randers-nv-135640419,Landejendom med 4 værelser,-24%  1.675.000 kr.,4,207 m²,47.310 m²,56.495368,9.831941,Randers Kommune
"Gl. Alstrupvej 5,  7500 Holstebro",https://www.boliga.dk/adresse/gl-alstrupvej-5-7500-holstebro-109030884,Landejendom med 8 værelser,-11%  3.395.000 kr.,8,180 m²,21.907 m²,56.394382,8.57588,Holstebro Kommune
"Slotsalleen 15,  2930 Klampenborg",https://www.boliga.dk/adresse/slotsalleen-15-2930-klampenborg-1376428002,Villa med 7 værelser,-21%  37.500.000 kr.,7,349 m²,1.761 m²,55.772767,12.591807,Gentofte Kommune
"Grejsdalsvej 14, Alsted Mark,  7173 Vonge",https://www.boliga.dk/adresse/grejsdalsvej-14-7173-vonge-715521762,Villa med 4 værelser,-26%  595.000 kr.,4,130 m²,3.110 m²,55.8465345,9.4337204,Vejle Kommune
"Elkjærvej 33, Mejrup,  7500 Holstebro",https://www.boliga.dk/adresse/elkjaervej-33-7500-holstebro-1914804475,Villa med 7 værelser,3.895.000 kr.,7,254 m²,1.869 m²,56.362426,8.692866,Holstebro Kommune
"Aggersundvej 98, Hvorvarp,  9600 Aars",https://www.boliga.dk/adresse/aggersundvej-98-9600-aars-419974941?e=2039301,Villa med 5 værelser,3.895.000 kr.,5,264 m²,17.000 m²,,,
"Hustedvej 7,  6600 Vejen",https://www.boliga.dk/adresse/hustedvej-7-6600-vejen-285921671?e=2038897,Landejendom med 7 værelser,1.985.000 kr.,7,212 m²,42.000 m²,55.574045,9.254383,Vejen Kommune
"Rismosevej 41,  4760 Vordingborg",https://www.boliga.dk/adresse/rismosevej-41-4760-vordingborg-16515800,Villa med 4 værelser,-4%  3.275.000 kr.,4,203 m²,6.274 m²,55.022475,11.970642,Vordingborg Kommune
"Østerdigevej 5,  6857 Blåvand",https://www.boliga.dk/adresse/oesterdigevej-5-6857-blaavand-52929980,Fritidshus med 8 værelser,-35%  5.200.000 kr.,8,208 m²,Ejerudgift: 4.420 kr. / md.,55.546413,8.160014,Varde Kommune
"Bøgeparken 14,  7100 Vejle",https://www.boliga.dk/adresse/boegeparken-14-7100-vejle-1317680841,Villa med 6 værelser,-25%  1.785.000 kr.,6,170 m²,1.723 m²,55.682726,9.561405,Vejle Kommune
"Svollingvej 59, Husby,  6990 Ulfborg",https://www.boliga.dk/adresse/svollingvej-59-6990-ulfborg-967734253,Fritidshus med 4 værelser,1.995.000 kr.,4,122 m²,Ejerudgift: 2.046 kr. / md.,,,
"Kyndesens Eng 1,  7160 Tørring",https://www.boliga.dk/adresse/kyndesens-eng-1-7160-toerring-1838468697,Villa med 4 værelser,2.495.000 kr.,4,123 m²,2.927 m²,55.850338,9.47498,Hedensted Kommune
"Begoniavej 30, Skovgårde/Øer,  8400 Ebeltoft",https://www.boliga.dk/adresse/begoniavej-30-8400-ebeltoft-1444029431,Fritidshus med 6 værelser,-4%  4.595.000 kr.,6,180 m²,Ejerudgift: 2.973 kr. / md.,,,
"Korsbjergvej 1, Haugstrup,  7173 Vonge",https://www.boliga.dk/adresse/korsbjergvej-1-7173-vonge-1434459134?e=2037721,Landejendom med 6 værelser,-8%  9.390.000 kr.,6,258 m²,349.800 m²,,,
"Nebelvej 47,  6623 Vorbasse",https://www.boliga.dk/adresse/nebelvej-47-6623-vorbasse-921792029,Landejendom med 18 værelser,-5%  14.750.000 kr.,18,1.114 m²,42.554 m²,55.645704,9.004394,Billund Kommune
"Jerupvej 420,  9870 Sindal",https://www.boliga.dk/adresse/jerupvej-420-9870-sindal-2131641085,Landejendom med 3 værelser,-6%  1.095.000 kr.,3,128 m²,10.456 m²,57.501246,10.267951,Hjørring Kommune
"Sødingevej 26,  5750 Ringe",https://www.boliga.dk/adresse/soedingevej-26-5750-ringe-1731460054,Landejendom med 5 værelser,-16%  1.350.000 kr.,5,143 m²,77.890 m²,55.261792,10.502058,Faaborg-Midtfyn Kommune
"Rønnevænget 12,  5883 Oure",https://www.boliga.dk/adresse/roennevaenget-12-5883-oure-1763358641,Villa med 6 værelser,-11%  1.995.000 kr.,6,166 m²,1.618 m²,55.120402,10.721881,Svendborg Kommune
"Brandstrupvej 111,  4930 Maribo",https://www.boliga.dk/adresse/brandstrupvej-111-4930-maribo-296917313,Landejendom med 3 værelser,2.495.000 kr.,3,128 m²,57.000 m²,54.752778,11.362957,Lolland Kommune
"Stibjergvej 96,  4220 Korsør",https://www.boliga.dk/adresse/stibjergvej-96-4220-korsoer-2009338226,Fritidshus med 3 værelser,-4%  5.295.000 kr.,3,154 m²,Ejerudgift: 3.539 kr. / md.,55.36577,11.145409,Slagelse Kommune
"Birkelundvej 1, Vorgod Ø,  6920 Videbæk",https://www.boliga.dk/adresse/birkelundvej-1-6920-videbaek-507329873,Villa med 3 værelser,-22%  695.000 kr.,3,96 m²,3.427 m²,,,
"Birkelundvej 2, Vorgod Ø,  6920 Videbæk",https://www.boliga.dk/adresse/birkelundvej-2-6920-videbaek-1141765075,Landejendom med 6 værelser,-18%  695.000 kr.,6,188 m²,Ejerudgift: 1.769 kr. / md.,,,
"Landlystvej 9, Ørby,  8305 Samsø",https://www.boliga.dk/adresse/landlystvej-9-8305-samsoe-963386403,Villa med 4 værelser,-23%  1.150.000 kr.,4,84 m²,2.878 m²,55.78812,10.614002,Samsø Kommune
"Risbøge 14, Højrup,  6640 Lunderskov",https://www.boliga.dk/adresse/risboege-14-6640-lunderskov-691047187,Villa med 8 værelser,1.895.000 kr.,8,216 m²,1.596 m²,55.515029,9.366438,Kolding Kommune
"Plougstrupvej 61,  6771 Gredstedbro",https://www.boliga.dk/adresse/plougstrupvej-61-6771-gredstedbro-1610716099,Landejendom med 6 værelser,-5%  1.798.000 kr.,6,215 m²,21.125 m²,55.419516,8.838865,Esbjerg Kommune
"Bonderupvej 30,  9230 Svenstrup J",https://www.boliga.dk/adresse/bonderupvej-30-9230-svenstrup-j-725836753,Villa med 5 værelser,-4%  2.295.000 kr.,5,162 m²,19.827 m²,56.954113,9.876546,Aalborg Kommune
"Dalgasgade 19,  7400 Herning",https://www.boliga.dk/adresse/dalgasgade-19-7400-herning-238649085,Villa med 6 værelser,2.495.000 kr.,6,142 m²,2.349 m²,56.134312,8.972323,Herning Kommune
"Ørre Byvej 40,  7400 Herning",https://www.boliga.dk/adresse/oerre-byvej-40-7400-herning-1905430702,Villa med 4 værelser,-18%  450.000 kr.,4,154 m²,3.072 m²,56.233856,8.870129,Herning Kommune
"Indelukket 10,  4682 Tureby",https://www.boliga.dk/adresse/indelukket-10-4682-tureby-937342103,Villa med 1 værelse,1.195.000 kr.,1,95 m²,Ejerudgift: 1.362 kr. / md.,55.399187,12.110921,Køge Kommune
"Depotvej 40,  9981 Jerup",https://www.boliga.dk/adresse/depotvej-40-9981-jerup-186922659,Landejendom med 6 værelser,-19%  2.145.000 kr.,6,154 m²,88.629 m²,57.528854,10.37888,Frederikshavn Kommune
"Ålbækvej 23, Thyregodlund,  7323 Give",https://www.boliga.dk/adresse/aalbaekvej-23-7323-give-2145566526,Landejendom med 4 værelser,-14%  2.995.000 kr.,4,153 m²,87.050 m²,,,
"Krogsbøllevej 95, Gundstrup,  5450 Otterup",https://www.boliga.dk/adresse/krogsboellevej-95-5450-otterup-1627518842,Landejendom med 6 værelser,-22%  6.995.000 kr.,6,354 m²,110.000 m²,55.568163,10.37273,Nordfyns Kommune
"Jerupvej 251,  9982 Ålbæk",https://www.boliga.dk/adresse/jerupvej-251-9982-aalbaek-1300573304,Villa med 11 værelser,3.495.000 kr.,11,355 m²,39.383 m²,57.572455,10.416601,Frederikshavn Kommune
"Solsortevej 35, Mou,  9280 Storvorde",https://www.boliga.dk/adresse/solsortevej-35-9280-storvorde-1126894778?e=2035090,Fritidshus med 3 værelser,745.000 kr.,3,63 m²,Ejerudgift: 1.093 kr. / md.,,,
"Frørupvej 2, Frørup,  6070 Christiansfeld",https://www.boliga.dk/adresse/froerupvej-2-6070-christiansfeld-905736668,Villa med 6 værelser,-4%  1.495.000 kr.,6,183 m²,3.014 m²,55.364923,9.407128,Kolding Kommune
"Hovedvej A1 19, Endrup,  6740 Bramming",https://www.boliga.dk/adresse/hovedvej-a-1-19-6740-bramming-291611720,Villa med 5 værelser,1.598.000 kr.,5,165 m²,3.858 m²,,,
"Jungedalsvej 30C,  3630 Jægerspris",https://www.boliga.dk/adresse/jungedalsvej-30c-3630-jaegerspris-25827723,Fritidshus med 1 værelse,-9%  2.995.000 kr.,1,14 m²,Ejerudgift: 1.674 kr. / md.,55.817417,11.899898,Frederikssund Kommune
"Østrupvej 49, Glud,  7130 Juelsminde",https://www.boliga.dk/adresse/oestrupvej-49-7130-juelsminde-1510867152,Villa med 7 værelser,3.995.000 kr.,7,241 m²,4.980 m²,,,
"Kildevej 3,  6683 Føvling",https://www.boliga.dk/adresse/kildevej-3-6683-foevling-1404304846,Villa med 5 værelser,-25%  748.000 kr.,5,100 m²,13.723 m²,55.444802,8.9614,Vejen Kommune
"Nyvej 23A, Ulbølle,  5762 Vester Skerninge",https://www.boliga.dk/adresse/nyvej-23a-5762-vester-skerninge-1272567740,Villa med 4 værelser,2.375.000 kr.,4,143 m²,6.710 m²,55.07302,10.428326,Svendborg Kommune
"Sindbjerglundvej 14, Lindved,  7100 Vejle",https://www.boliga.dk/adresse/sindbjerglundvej-14-7100-vejle-2139506661,Landejendom med 5 værelser,-21%  1.495.000 kr.,5,115 m²,15.000 m²,55.79808,9.542836,Hedensted Kommune
"Skovbrynet 24,  8763 Rask Mølle",https://www.boliga.dk/adresse/skovbrynet-24-8763-rask-moelle-1580483699,Landejendom med 4 værelser,-5%  1.695.000 kr.,4,160 m²,13.554 m²,55.878647,9.610495,Hedensted Kommune
"Skovbrynet 10, Assentoft,  8960 Randers SØ",https://www.boliga.dk/adresse/skovbrynet-10-8960-randers-soe-247417087,Helårsgrund,-22%  695.000 kr.,1.734 m²,Ejerudgift: 1.049 kr. / md.,,56.441046,10.139745,Randers Kommune
"Ladefogedvej 7A,  9280 Storvorde",https://www.boliga.dk/adresse/ladefogedvej-7a-9280-storvorde-1384680484,Villa med 7 værelser,-15%  1.695.000 kr.,7,308 m²,2.645 m²,56.9698,10.220597,Aalborg Kommune
"Vestermarksvej 6, Klejs,  7130 Juelsminde",https://www.boliga.dk/adresse/vestermarksvej-6-7130-juelsminde-1443052873,Villa med 4 værelser,1.795.000 kr.,4,222 m²,2.115 m²,55.748232,9.938034,Hedensted Kommune
"Arcticvej 6, Vrist,  7673 Harboøre",https://www.boliga.dk/adresse/arcticvej-6-7673-harbooere-222725524,Fritidshus med 8 værelser,4.445.000 kr.,8,259 m²,Ejerudgift: 2.736 kr. / md.,56.611012,8.15202,Lemvig Kommune
"Houvej 139,  9370 Hals",https://www.boliga.dk/adresse/houvej-139-9370-hals-1415166168,Landejendom med 9 værelser,1.795.000 kr.,9,268 m²,67.323 m²,57.065043,10.266367,Aalborg Kommune
"Vognstrupvej 14, Stårup,  7840 Højslev",https://www.boliga.dk/adresse/vognstrupvej-14-7840-hoejslev-1775372994,Landejendom med 4 værelser,-8%  2.195.000 kr.,4,136 m²,108.100 m²,,,
"Prangervej 1, Skræ,  8620 Kjellerup",https://www.boliga.dk/adresse/prangervej-1-8620-kjellerup-802198390,Landejendom med 11 værelser,-21%  2.995.000 kr.,11,490 m²,24.100 m²,56.298777,9.306443,Silkeborg Kommune
"Landmandsgade 10, Nr. Kongerslev,  9293 Kongerslev",https://www.boliga.dk/adresse/landmandsgade-10-9293-kongerslev-427969938,Villa med 8 værelser,-12%  745.000 kr.,8,250 m²,2.704 m²,56.909731,10.12735,Aalborg Kommune
"Esrumvej 423,  3080 Tikøb",https://www.boliga.dk/adresse/esrumvej-423-3080-tikoeb-1838849836,Landejendom med 9 værelser,-10%  8.750.000 kr.,9,277 m²,50.112 m²,56.040747,12.436357,Helsingør Kommune
"Kolshave 4, Kolshave,  5400 Bogense",https://www.boliga.dk/adresse/kolshave-4-5400-bogense-2143828092,Villa med 6 værelser,-17%  1.895.000 kr.,6,248 m²,5.365 m²,55.529866,10.138723,Nordfyns Kommune
"Nydamsvej 31, Udby,  8950 Ørsted",https://www.boliga.dk/adresse/nydamsvej-31-8950-oersted-86027204,Villa med 3 værelser,625.000 kr.,3,143 m²,2.168 m²,56.574403,10.289423,Norddjurs Kommune
"Strandvejen 70, Vrist,  7673 Harboøre",https://www.boliga.dk/adresse/strandvejen-70-7673-harbooere-430090220,Villa med 6 værelser,1.345.000 kr.,6,155 m²,2.168 m²,56.601983,8.149468,Lemvig Kommune
"Banevej 19,  5474 Veflinge",https://www.boliga.dk/adresse/banevej-19-5474-veflinge-1355144513,Villa med 5 værelser,-5%  3.495.000 kr.,5,160 m²,6.075 m²,55.468093,10.16623,Nordfyns Kommune
"Bøvlingbjergvej 4, Skallerup Klit,  9800 Hjørring",https://www.boliga.dk/adresse/boevlingbjergvej-4-9800-hjoerring-236258708,Fritidshus med 5 værelser,-9%  3.495.000 kr.,5,125 m²,Ejerudgift: 3.962 kr. / md.,,,
"Mosedraget 8,  8920 Randers NV",https://www.boliga.dk/adresse/mosedraget-8-8920-randers-nv-25246459,Landejendom med 10 værelser,-15%  3.195.000 kr.,10,327 m²,232.141 m²,56.502596,9.8971,Randers Kommune
"Borrisvej 15, Ejstrup,  6900 Skjern",https://www.boliga.dk/adresse/borrisvej-15-6900-skjern-64688068,Villa med 6 værelser,-15%  995.000 kr.,6,220 m²,20.844 m²,,,
"Stengadevej 13,  5953 Tranekær",https://www.boliga.dk/adresse/stengadevej-13-5953-tranekaer-782047553,Villa med 8 værelser,-9%  1.545.000 kr.,8,212 m²,1.762 m²,54.981031,10.842431,Langeland Kommune
"Haugevej 3,  7400 Herning",https://www.boliga.dk/adresse/haugevej-3-7400-herning-452704308,Landejendom med 6 værelser,-9%  4.995.000 kr.,6,212 m²,55.977 m²,56.108599,9.030879,Herning Kommune
"Dahl Iversensvej 7A,  9492 Blokhus",https://www.boliga.dk/adresse/dahl-iversensvej-7a-9492-blokhus-110132362,Fritidshus med 5 værelser,6.500.000 kr.,5,150 m²,Ejerudgift: 4.147 kr. / md.,57.268132,9.597344,Jammerbugt Kommune
"Svoldrupvej 116, Vognsild,  9600 Aars",https://www.boliga.dk/adresse/svoldrupvej-116-9600-aars-1217473275,Villa med 4 værelser,-9%  545.000 kr.,4,165 m²,1.527 m²,56.754799,9.415442,Vesthimmerlands Kommune
"Raketvejen 50, Vester Husby,  6990 Ulfborg",https://www.boliga.dk/adresse/raketvejen-50-6990-ulfborg-470253755,Fritidshus med 4 værelser,-5%  4.495.000 kr.,4,141 m²,Ejerudgift: 2.736 kr. / md.,,,
"Østergade 81, Hulbæk,  8830 Tjele",https://www.boliga.dk/adresse/oestergade-81-8830-tjele-637928242,Villa med 4 værelser,-50%  295.000 kr.,4,115 m²,1.756 m²,,,
"Åkirkevej 40,  6851 Janderup Vestj",https://www.boliga.dk/adresse/aakirkevej-40-6851-janderup-vestj-1629308952,Villa med 5 værelser,-6%  745.000 kr.,5,120 m²,17.100 m²,55.617017,8.371909,Varde Kommune
"Jægerhøjen 25, Hundborg,  7700 Thisted",https://www.boliga.dk/adresse/jaegerhoejen-25-7700-thisted-134739969,Villa med 8 værelser,-8%  1.095.000 kr.,8,357 m²,3.732 m²,56.93814,8.516031,Thisted Kommune
"Ridderhatten 16,  9260 Gistrup",https://www.boliga.dk/adresse/ridderhatten-16-9260-gistrup-129391779,Fritidsgrund,998.000 kr.,2.755 m²,Ejerudgift: 242 kr. / md.,,56.980482,9.976236,Aalborg Kommune
"Grøndal 3, Borris,  6900 Skjern",https://www.boliga.dk/adresse/groendal-3-6900-skjern-820134176,Landejendom med 5 værelser,-14%  1.095.000 kr.,5,168 m²,27.500 m²,55.978952,8.618935,Ringkøbing-Skjern Kommune
"Romvigvej 12,  7490 Aulum",https://www.boliga.dk/adresse/romvigvej-12-7490-aulum-1244026870,Landejendom med 7 værelser,-24%  1.895.000 kr.,7,189 m²,62.000 m²,56.223694,8.803012,Herning Kommune
"Hovedvejen 74, Tornby,  9850 Hirtshals",https://www.boliga.dk/adresse/hovedvejen-74-9850-hirtshals-1909011327,Landejendom med 5 værelser,2.495.000 kr.,5,160 m²,79.373 m²,57.555058,9.939142,Hjørring Kommune
"Industriområdet 13,  8732 Hovedgård",https://www.boliga.dk/adresse/industriomraadet-13-8732-hovedgaard-1344229619,Villa med 9 værelser,-13%  3.495.000 kr.,9,286 m²,5.236 m²,55.936703,9.953887,Horsens Kommune
"Barsøvej 185, Løjt Kirkeby,  6200 Aabenraa",https://www.boliga.dk/adresse/barsoevej-185-6200-aabenraa-922989239,Villa med 4 værelser,-12%  5.995.000 kr.,4,200 m²,2.602 m²,55.092688,9.4727972,Aabenraa Kommune
"Strandvejen 152, Hou,  9370 Hals",https://www.boliga.dk/adresse/strandvejen-152-9370-hals-1158617572,Villa med 15 værelser,2.400.000 kr.,15,486 m²,1.776 m²,57.056577,10.366628,Aalborg Kommune
"Skanderborgvej 97,  8680 Ry",https://www.boliga.dk/adresse/skanderborgvej-97-8680-ry-380259569,Villa med 5 værelser,-4%  3.299.000 kr.,5,165 m²,9.203 m²,56.080473,9.822586,Skanderborg Kommune
"Mølhaugevej 7,  8883 Gjern",https://www.boliga.dk/adresse/moelhaugevej-7-8883-gjern-2072168896,Landejendom med 6 værelser,-18%  3.495.000 kr.,6,257 m²,54.887 m²,56.22258,9.754366,Silkeborg Kommune
"Munklindevej 35, Munklinde,  7441 Bording",https://www.boliga.dk/adresse/munklindevej-35-7441-bording-391335207,Villa med 6 værelser,-9%  1.995.000 kr.,6,178 m²,4.034 m²,,,
"Lærkevej 5, Serup,  7790 Thyholm",https://www.boliga.dk/adresse/laerkevej-5-7790-thyholm-213063782,Fritidsgrund,295.000 kr.,1.530 m²,Ejerudgift: 824 kr. / md.,,56.606826,8.587259,Struer Kommune
"Lærkevej 7, Serup,  7790 Thyholm",https://www.boliga.dk/adresse/laerkevej-7-7790-thyholm-2066227166,Fritidsgrund,295.000 kr.,1.749 m²,Ejerudgift: 824 kr. / md.,,56.607102,8.587278,Struer Kommune
"Rævagervej 14,  8981 Spentrup",https://www.boliga.dk/adresse/raevagervej-14-8981-spentrup-1632097312,Villa med 5 værelser,-30%  450.000 kr.,5,133 m²,2.266 m²,56.531977,10.113501,Randers Kommune
"Teglgårdsvej 12, Foersum,  6880 Tarm",https://www.boliga.dk/adresse/teglgaardsvej-12-6880-tarm-1385413114,Villa med 3 værelser,-13%  695.000 kr.,3,127 m²,2.747 m²,,,
"Holstebrovej 37, Handbjerg,  7830 Vinderup",https://www.boliga.dk/adresse/holstebrovej-37-7830-vinderup-352050277,Villa med 5 værelser,-17%  995.000 kr.,5,182 m²,3.085 m²,,,
"Klitageren 18, Tornby,  9850 Hirtshals",https://www.boliga.dk/adresse/klitageren-18-9850-hirtshals-544301388,Fritidshus med 4 værelser,-8%  1.245.000 kr.,4,72 m²,Ejerudgift: 1.301 kr. / md.,,,
"Ekkodalen 5, Holmens Bakker,  8400 Ebeltoft",https://www.boliga.dk/adresse/ekkodalen-5-8400-ebeltoft-446444847,Fritidshus med 3 værelser,-9%  1.549.000 kr.,3,52 m²,Ejerudgift: 2.008 kr. / md.,,,
"Kimbrervej 22,  9600 Aars",https://www.boliga.dk/adresse/kimbrervej-22-9600-aars-1526141951,Landejendom med 8 værelser,2.150.000 kr.,8,205 m²,19.368 m²,56.785917,9.589299,Rebild Kommune
"Bollervej 115,  8700 Horsens",https://www.boliga.dk/adresse/bollervej-115-8700-horsens-591222252,Landejendom med 7 værelser,-6%  3.398.000 kr.,7,199 m²,73.940 m²,55.831938,9.900303,Horsens Kommune
"Krathusvej 5, Marielyst,  4873 Væggerløse",https://www.boliga.dk/adresse/krathusvej-5-4873-vaeggerloese-410055050,Fritidshus med 7 værelser,-13%  3.450.000 kr.,7,184 m²,Ejerudgift: 3.166 kr. / md.,,,
"Møgelmosevej 11,  9310 Vodskov",https://www.boliga.dk/adresse/moegelmosevej-11-9310-vodskov-1219808411,Villa med 8 værelser,-4%  18.995.000 kr.,8,396 m²,47.123 m²,57.131038,10.056007,Aalborg Kommune
"Alsvej 81,  9560 Hadsund",https://www.boliga.dk/adresse/alsvej-81-9560-hadsund-1179041022,Villa med 4 værelser,645.000 kr.,4,80 m²,2.542 m²,56.734447,10.151052,Mariagerfjord Kommune
"Stubyvej 50,  4760 Vordingborg",https://www.boliga.dk/adresse/stubyvej-50-4760-vordingborg-1886416113,Helårsgrund,-24%  650.000 kr.,2.997 m²,Ejerudgift: 1.020 kr. / md.,,55.051671,11.851931,Vordingborg Kommune
"Nyskovvej 11,  4700 Næstved",https://www.boliga.dk/adresse/nyskovvej-11-4700-naestved-1446204156,Villa med 6 værelser,-23%  1.700.000 kr.,6,222 m²,3.949 m²,55.144332,11.896096,Næstved Kommune
"Sigtevej 6, Østerlars,  3760 Gudhjem",https://www.boliga.dk/adresse/sigtevej-6-3760-gudhjem-1705991410,Landejendom med 8 værelser,3.750.000 kr.,8,137 m²,89.000 m²,,,
"Tingvejen 358, Krogager Mk,  7200 Grindsted",https://www.boliga.dk/adresse/tingvejen-358-7200-grindsted-1868170399,Villa med 5 værelser,-3%  1.395.000 kr.,5,354 m²,85.415 m²,,,
"Skagensvej 531,  9981 Jerup",https://www.boliga.dk/adresse/skagensvej-531-9981-jerup-1039286413,Landejendom med 1 værelse,1.595.000 kr.,1,108 m²,54.248 m²,57.552303,10.416772,Frederikshavn Kommune
"Ryttervej 3, Normsted,  6780 Skærbæk",https://www.boliga.dk/adresse/ryttervej-3-6780-skaerbaek-622000368,Landejendom med 5 værelser,-12%  2.498.000 kr.,5,205 m²,49.332 m²,55.200859,8.766923,Tønder Kommune
"Hestehavevej 8,  5856 Ryslinge",https://www.boliga.dk/adresse/hestehavevej-8-5856-ryslinge-1038413095,Villa med 11 værelser,-22%  3.875.000 kr.,11,660 m²,6.600 m²,55.241969,10.536924,Faaborg-Midtfyn Kommune
"Strandvejen 52, 1. 110., Fanø Bad,  6720 Fanø",https://www.boliga.dk/adresse/strandvejen-52-1-110-6720-fanoe-540804370,Fritidshus med 2 værelser,-32%  595.000 kr.,2,68 m²,22.469 m²,,,
"Tostrupvej 104,  9230 Svenstrup J",https://www.boliga.dk/adresse/tostrupvej-104-9230-svenstrup-j-46007613,Landejendom med 5 værelser,-12%  2.195.000 kr.,5,152 m²,Ejerudgift: 1.718 kr. / md.,56.980179,9.805061,Aalborg Kommune
"Poulstrupvej 112,  9230 Svenstrup J",https://www.boliga.dk/adresse/poulstrupvej-112-9230-svenstrup-j-1237614598,Landejendom med 5 værelser,-10%  3.495.000 kr.,5,140 m²,89.447 m²,56.961901,9.899728,Aalborg Kommune
"Hadsundvej 105,  9550 Mariager",https://www.boliga.dk/adresse/hadsundvej-105-9550-mariager-758290262,Landejendom med 14 værelser,17.500.000 kr.,14,519 m²,167.134 m²,56.678705,10.083537,Mariagerfjord Kommune
"Sortebærvej 17, Sallingsund,  7870 Roslev",https://www.boliga.dk/adresse/sortebaervej-17-7870-roslev-205844047,Fritidshus med 3 værelser,-6%  795.000 kr.,3,68 m²,Ejerudgift: 1.260 kr. / md.,56.738354,8.854483,Skive Kommune
"Holmsland Klitvej 117, Nr Lyngvig,  6960 Hvide Sande",https://www.boliga.dk/adresse/holmsland-klitvej-117-6960-hvide-sande-2142955223?e=2027232,Landejendom med 8 værelser,-4%  3.545.000 kr.,8,196 m²,Ejerudgift: 5.190 kr. / md.,56.048491,8.119044,Ringkøbing-Skjern Kommune
